Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";2;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";16,1200;20.160,00000;324.979,2000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";3;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";7,4000;20.160,00000;149.184,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";4;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";16,2600;20.160,00000;327.801,6000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";5;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";6,4200;20.160,00000;129.427,2000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";6;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";25500;"DISTRIBUIÇÃO DE LEITE";"";7,0100;5.400,00000;37.854,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";7;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";25500;"DISTRIBUIÇÃO DE LEITE";"";11,9800;3.240,00000;38.815,2000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";8;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";3697;"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES";"";6,1900;3.240,00000;20.055,6000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.BSB";"123/2023";"Alto";9;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";3697;"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES";"";17,0000;1.440,00000;24.480,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";1;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";7,4700;14.400,00000;107.568,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";2;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";17,6000;14.400,00000;253.440,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";3;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";7,7800;14.400,00000;112.032,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";4;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";16,8500;14.400,00000;242.640,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";5;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";15210;"CANTINA / BAR / LANCHONETE / REFEIÇÃO RÁPIDA / RESTAURANTE";"";7,1100;14.400,00000;102.384,0000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";6;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";25500;"DISTRIBUIÇÃO DE LEITE";"";7,0100;4.320,00000;30.283,2000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";7;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";25500;"DISTRIBUIÇÃO DE LEITE";"";11,9800;6.480,00000;77.630,4000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";8;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";3697;"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES";"";7,2900;5.760,00000;41.990,4000
"90336/2024";Aprovada;Edição;"Serviços de manipulação, preparo, fornecimento e distribuição de alimentação para CASAI BSB e SP";SERVICOS;250110;29/05/2024;27/11/2024;182;"SESAI.CASAI.SP";"365/2023";"Alto";9;28/02/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";3697;"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES";"";15,2200;1.440,00000;21.916,8000
"401/2024";Aprovada;;"Contratação de serviços de Apoio Administrativo para as SEMS Região Norte";SERVICOS;250110;01/11/2024;31/12/2024;60;"SAA.COGEP.CODEP";"321/2024";"Alto";1;31/12/2024;Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;"";"";5380;"PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO";"";6.401.718,9600;1,00000;6.401.718,9600
"90272/2024";Aprovada;Preparação;"SERVIÇO - CGENG - prestação de serviços continuados de acesso a sinais de TV";SERVICOS;250110;18/10/2023;31/01/2024;105;"SAA.CGENG";"230/2023";"Médio";1;31/01/2024;Serviço;844;SERVIÇOS DE AGÊNCIAS DE NOTÍCIAS;"";"";16209;"TELEVISÃO - ASSINATURA";"UN";20.134,8000;12,00000;241.617,6000
"90337/2024";Aprovada;Preparação;"Seguro de vida coletivo para estagiários que atuam no Ministério";SERVICOS;250110;05/01/2024;16/08/2024;224;"SAA.COGEP.CODEP";"29/2024";"Médio";1;16/08/2024;Serviço;713;SERVIÇOS DE SEGUROS E DE PENSÕES(EXCETO SERVIÇO DE RESEGURO)EXCETO SERVIÇOS DE SEGURIDADE SOCIAL COMPULSÓRIA;"";"";906;"SEGURO / GARANTIA";"";6,3100;57.000,00000;359.670,0000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"140/2023";"Baixo";1;01/06/2024;Material;7350;LOUÇA E ARTIGOS DE MESA;"1080";"COPO";419317;"MATERIAL: VIDRO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: LISO, INCOLOR, TRANSPARENTE E CILÍNDRICO";"UN";10,0000;5.630,00000;56.300,0000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"147/2023";"Baixo";1;01/06/2024;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1115";"GARRAFA TÉRMICA";364042;"MATERIAL: PLÁSTICO, CAPACIDADE: 1, COR: PRETA, CARACTERÍSTICAS ADICIONAIS: COM ALÇA E TAMPA (TIPO ROLHA) ROSCÁVEL";"UN";41,9900;612,00000;25.697,8800
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"148/2023";"Baixo";1;01/06/2024;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1115";"GARRAFA TÉRMICA";364042;"MATERIAL: PLÁSTICO, CAPACIDADE: 1, COR: PRETA, CARACTERÍSTICAS ADICIONAIS: COM ALÇA E TAMPA (TIPO ROLHA) ROSCÁVEL";"UN";91,9100;306,00000;28.124,4600
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"149/2023";"Baixo";1;01/06/2024;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1287";"JARRA";428385;"MATERIAL: AÇO INOXIDÁVEL, MODELO: COM TAMPA E ALÇA, APLICAÇÃO: COPA E COZINHA, CAPACIDADE: 2";"UN";84,9000;120,00000;10.188,0000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"150/2023";"Baixo";1;06/01/2024;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1287";"JARRA";424327;"MATERIAL: POLIPROPILENO, MODELO: COM TAMPA E GRADUADA, ALTURA: 22, DIÂMETRO INFERIOR: 13, CAPACIDADE: 2";"UN";21,3800;510,00000;10.903,8000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"155/2023";"Baixo";1;01/06/2024;Material;7350;LOUÇA E ARTIGOS DE MESA;"1154";"XÍCARA";249875;"MATERIAL: PORCELANA, CAPACIDADE: 60, COR: BRANCA, TIPO: CAFÉ, CARACTERÍSTICAS ADICIONAIS: COM PIRES";"UN";15,4900;510,00000;7.899,9000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"156/2023";"Baixo";1;01/06/2024;Material;7350;LOUÇA E ARTIGOS DE MESA;"1154";"XÍCARA";220126;"MATERIAL: PORCELANA, CAPACIDADE: 200, COR: BRANCA, TIPO: CHÁ, CARACTERÍSTICAS ADICIONAIS: COM PIRES";"UN";22,7500;205,00000;4.663,7500
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"158/2023";"Baixo";1;01/06/2024;Material;7340;CUTELARIA E TALHERES;"5362";"COLHER";343645;"MATERIAL CORPO: AÇO INOXIDÁVEL, APLICAÇÃO: CAFÉ, COMPRIMENTO: 9,20, MATERIAL CABO: AÇO INOXIDÁVEL";"UN";2,9400;510,00000;1.499,4000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"159/2023";"Baixo";1;01/06/2024;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"5282";"COADOR CAFÉ";259473;"MATERIAL: FLANELA, APLICAÇÃO: MÁQUINA DE CAFÉ INDUSTRIAL, DIÂMETRO BOCA: 30, CAPACIDADE: 2, COMPRIMENTO: 25, TAMANHO: GRANDE, CARACTERÍSTICAS ADICIONAIS: SEM CABO";"UN";44,0400;306,00000;13.476,2400
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"157/2023";"Baixo";1;01/06/2024;Material;7340;CUTELARIA E TALHERES;"5362";"COLHER";379339;"MATERIAL CORPO: AÇO INOXIDÁVEL AISI 304, APLICAÇÃO: CHÁ, COMPRIMENTO: 12, CARACTERÍSTICAS ADICIONAIS: ESTRUTURA INTEIRIÇA, SEM EMENDAS, MATERIAL CABO: AÇO INOXIDÁVEL AISI 304";"UN";4,0200;300,00000;1.206,0000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"598/2023";"Baixo";1;01/06/2024;Material;7350;LOUÇA E ARTIGOS DE MESA;"1077";"AÇUCAREIRO";393509;"MATERIAL: AÇO INOXIDÁVEL, CAPACIDADE: 350, CARACTERÍSTICAS ADICIONAIS: COM TAMPA E COLHER EM AÇO INOXIDÁVEL";"UN";30,1500;123,00000;3.708,4500
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"599/2023";"Baixo";1;01/06/2024;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1117";"BULE";294605;"MATERIAL: AÇO INOXIDÁVEL, CAPACIDADE: 0,50, FINALIDADE: CAFÉ / CHÁ, CARACTERÍSTICAS ADICIONAIS: COM TAMPA";"UN";65,5000;123,00000;8.056,5000
"90342/2024";Aprovada;Edição;"Insumos de Copas do Ministério da Saúde em Brasília";SERVICOS;250110;13/06/2023;03/06/2024;356;"SAA.CGCON.DIFSEP";"146/2023";"Baixo";1;01/06/2024;Material;9999;ITENS DIVERSOS;"1060";"FORMA";441317;"ALTURA: 5, APLICAÇÃO: GELO, COMPRIMENTO: 20, FORMATO: RETANGULAR, LARGURA: 10, MATERIAL: PLÁSTICO";"UN";6,1200;306,00000;1.872,7200
"353/2024";Aprovada;Preparação;"Contratação Mais Médicos: Negros; PCD; indígenas e quilombolas";SERVICOS;250110;21/09/2023;16/02/2024;148;"SAPS.DGAPS.CGCIC";"561/2023";"Médio";1;16/02/2024;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";10014;"RECRUTAMENTO E SELEÇÃO DE PESSOAL / CONCURSO PÚBLICO / VESTIBULAR";"UN";78,3100;1.080,00000;84.574,8000
"353/2024";Aprovada;Preparação;"Contratação Mais Médicos: Negros; PCD; indígenas e quilombolas";SERVICOS;250110;21/09/2023;16/02/2024;148;"SAPS.DGAPS.CGCIC";"561/2023";"Médio";2;16/02/2024;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";10014;"RECRUTAMENTO E SELEÇÃO DE PESSOAL / CONCURSO PÚBLICO / VESTIBULAR";"";48,2600;46.620,00000;2.249.881,2000
"353/2024";Aprovada;Preparação;"Contratação Mais Médicos: Negros; PCD; indígenas e quilombolas";SERVICOS;250110;21/09/2023;16/02/2024;148;"SAPS.DGAPS.CGCIC";"561/2023";"Médio";3;16/02/2024;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";10014;"RECRUTAMENTO E SELEÇÃO DE PESSOAL / CONCURSO PÚBLICO / VESTIBULAR";"";99,8900;9.900,00000;988.911,0000
"90345/2024";Aprovada;Anulada;"Programa Farmácia Popular do Brasil - PFPB";SERVICOS;250110;01/09/2023;15/02/2024;167;"SCTIE.DAF";"613/2023";"Alto";1;15/02/2024;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;"";"";14800;"CADASTRAMENTO TÉCNICO DE DADOS";"";120,4800;35.000,00000;4.216.800,0000
"2/2024";Aprovada;Encerrada;"Serviço - GM - comissaria aérea";SERVICOS;250110;11/01/2024;31/01/2024;20;"GM.ASCER";"1/2024";"Baixo";1;31/01/2024;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;"";"";17779;"COMISSARIA AÉREA";"UN";581.415,4000;1,00000;581.415,4000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";1;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";5.275,0000;319,00000;1.682.725,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";2;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";342.000,0000;3,00000;1.026.000,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";3;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";4.390,0000;19,00000;83.410,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";4;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";488,9000;432,00000;211.204,8000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";5;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";298,0000;6.777,00000;2.019.546,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";6;31/12/2024;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;"";"";27111;"SERVIÇOS DE INSTALAÇÃO DE COMPUTADORES E SEUS PERIFÉRICOS";"UN";305.000,0000;1,00000;305.000,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";7;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";3840;"TREINAMENTO INFORMÁTICA - SISTEMA / SOFTWARE";"";33.000,0000;2,00000;66.000,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";8;31/12/2024;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);"";"";27014;"SERVIÇOS DE GERENCIAMENTO DE INFRAESTRUTURA DE TECNOLOGIA DAINFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";22.600,0000;12,00000;271.200,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";9;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";1.130,0000;1.051,00000;1.187.630,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";10;31/12/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";1.289,0000;1.051,00000;1.354.739,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";11;31/12/2024;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;"";"";27111;"SERVIÇOS DE INSTALAÇÃO DE COMPUTADORES E SEUS PERIFÉRICOS";"UN";305.000,0000;1,00000;305.000,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";12;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";3840;"TREINAMENTO INFORMÁTICA - SISTEMA / SOFTWARE";"UN";26.200,0000;2,00000;52.400,0000
"355/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - SOLUÇÃO DE TIC ";SERVICOS;250110;04/09/2023;01/03/2024;179;"SEIDIGI.DATASUS.CGIE";"403/2023";"Alto";13;31/12/2024;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);"";"";27014;"SERVIÇOS DE GERENCIAMENTO DE INFRAESTRUTURA DE TECNOLOGIA DAINFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";22.600,0000;12,00000;271.200,0000
"375/2024";Aprovada;;"Aquisição de Medalhas";BENS;250110;17/06/2024;12/12/2024;178;"GM";"292/2024";"Baixo";1;12/12/2024;Material;8455;DISTINTIVOS E INSÍGNIAS;"";"";;"";"";522.590,0000;1,00000;522.590,0000
"375/2024";Aprovada;;"Aquisição de Medalhas";BENS;250110;17/06/2024;12/12/2024;178;"GM";"292/2024";"Baixo";2;12/12/2024;Material;8455;DISTINTIVOS E INSÍGNIAS;"";"";;"";"";536.350,0000;1,00000;536.350,0000
"375/2024";Aprovada;;"Aquisição de Medalhas";BENS;250110;17/06/2024;12/12/2024;178;"GM";"292/2024";"Baixo";4;12/12/2024;Material;8455;DISTINTIVOS E INSÍGNIAS;"";"";;"";"";133.200,0000;1,00000;133.200,0000
"388/2024";Aprovada;Preparação;"Aquisição de rádios transceptores para CASAI/BSB";BENS;250110;28/06/2024;27/12/2024;182;"SESAI.CASAI.BSB";"345/2024";"Médio";1;27/12/2024;Material;5820;EQUIPAMENTOS PARA COMUNICAÇÃO POR RÁDIO E TELEVISÃO, EXCETO OS DE AERONAVES;"1172";"RÁDIO TRANSCEPTOR";356650;"ACESSÓRIOS: CARREGADOR RÁPIDO BIVOLT, CLIPE CINTO, FONE OUVIDO, CARACTERÍSTICAS ADICIONAIS: SUPORTE ORELHA, MICROFONE, PTT, FONTE ALIMENTAÇÃO: BATERIA RECARREGÁVEL, FREQÜÊNCIA MODULAÇÃO: 148 A 174 MHZ, POTÊNCIA: 5, QUANTIDADE CANAIS: 16, TIPO: PORTÁTIL";"UN";1.570,9500;35,00000;54.983,2500
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";1;28/11/2024;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1070";"FOGÃO INDUSTRIAL";331195;"CARACTERÍSTICAS ADICIONAIS: 40X40, QUEIMADORES DUPLOS, 3 ACENDEDORES LATERAIS, FUNCIONAMENTO: GÁS, MATERIAL: AÇO INOXIDÁVEL AISI 304, QUANTIDADE BOCAS: 6, TIPO USO: COZINHAR E ASSAR ALIMENTOS";"UN";3.620,0000;3,00000;10.860,0000
